primary_material,recycled_percentage,dye_type,chemical_finish,manufacturing_country,shipping_distance_km,has_oeko_tex,is_fair_trade,is_b_corp,est_carbon_emission_kg,eco_score
Polyester,11,Azo-free,False,Vietnam,10005,False,False,False,21.67,8.32
Polyester,3,Natural,True,USA,1744,False,False,True,19.03,28.73
Nylon,7,Synthetic,False,Australia,9005,False,False,True,21.22,13.82
Polyester,14,Natural,True,India,1607,True,False,False,16.0,28.0
Nylon,12,Unknown,True,USA,1087,False,True,False,16.39,22.17
Polyester,9,Natural,False,Vietnam,7212,False,False,False,20.77,15.99
Nylon,6,Natural,True,UK,2777,False,False,False,16.99,26.98
Nylon,12,Synthetic,False,UK,2898,False,False,False,15.64,22.19
Cotton,7,Azo-free,False,Vietnam,9247,True,True,False,11.63,52.35
Nylon,8,Synthetic,True,Vietnam,11980,True,False,False,24.28,5.11
Cotton,14,Natural,False,USA,375,False,False,False,6.5,53.01
Hemp,8,Synthetic,False,USA,668,True,False,False,2.94,77.27
Organic Cotton,4,Natural,True,India,1254,False,False,False,3.9,72.52
Hemp,8,Synthetic,True,Vietnam,11427,False,False,False,10.53,43.07
Nylon,2,Azo-free,True,UK,2521,False,False,True,16.01,24.59
Hemp,10,Synthetic,True,USA,1635,False,False,False,5.0,60.24
Recycled Polyester,59,Natural,True,Australia,10564,False,False,False,9.91,53.28
Organic Cotton,12,Natural,False,Australia,11121,False,False,False,9.18,66.71
Nylon,13,Natural,False,UK,1210,False,False,False,13.1,32.72
Nylon,9,Azo-free,True,Vietnam,8891,False,False,True,18.82,18.67
Cotton,11,Natural,True,UK,1313,False,False,False,8.88,46.48
Nylon,4,Azo-free,False,USA,1680,False,True,False,13.8,35.71
Hemp,13,Unknown,False,Australia,12718,False,False,False,9.62,51.6
Organic Cotton,3,Unknown,True,UK,3913,False,False,True,6.12,57.72
Polyester,5,Natural,True,UK,2589,False,False,False,18.89,20.21
Hemp,10,Synthetic,False,UK,1441,False,True,False,3.41,76.4
Cotton,14,Unknown,True,USA,1733,True,True,False,10.37,54.35
Hemp,4,Natural,False,Vietnam,10715,False,False,False,7.81,71.76
Hemp,7,Synthetic,False,India,2810,False,False,False,4.95,64.84
Cotton,10,Azo-free,False,India,3494,True,False,False,8.86,53.21
Recycled Polyester,60,Natural,True,USA,1198,True,True,False,3.32,88.91
Hemp,7,Synthetic,True,Australia,12523,False,False,True,12.2,52.11
Nylon,6,Natural,False,India,2013,True,False,False,14.49,42.49
Cotton,9,Natural,False,India,2320,False,False,True,7.18,56.96
Polyester,3,Synthetic,False,Australia,13958,True,True,False,24.99,8.68
Polyester,2,Synthetic,False,India,2275,True,False,False,17.61,20.79
Polyester,1,Natural,True,UK,2540,False,True,False,18.57,24.42
Organic Cotton,15,Synthetic,True,India,2614,False,False,True,5.69,61.12
Organic Cotton,5,Natural,False,Vietnam,10115,False,True,False,7.76,74.09
Recycled Polyester,64,Synthetic,False,USA,1931,False,False,False,4.58,61.31
Recycled Polyester,76,Unknown,True,USA,537,True,False,False,4.34,70.41
Organic Cotton,15,Unknown,False,Australia,8237,True,False,False,8.04,59.03
Recycled Polyester,66,Synthetic,False,USA,1170,False,False,False,4.41,64.19
Hemp,9,Unknown,False,UK,1682,False,False,True,3.27,78.43
Organic Cotton,0,Natural,False,India,3386,True,False,False,3.38,78.4
Organic Cotton,11,Azo-free,False,UK,2620,False,True,False,3.69,79.25
Organic Cotton,7,Natural,True,India,2656,True,False,False,4.37,75.28
Organic Cotton,7,Natural,True,India,2047,False,True,False,4.2,72.21
Hemp,13,Natural,True,UK,3477,False,True,False,4.41,84.01
Recycled Polyester,100,Synthetic,False,India,1737,True,True,False,3.55,85.59
Recycled Polyester,77,Natural,True,USA,1448,True,False,False,3.69,81.77
Cotton,12,Synthetic,False,India,2352,True,False,False,8.95,46.26
Nylon,3,Synthetic,True,India,890,False,True,False,17.02,14.69
Cotton,15,Azo-free,True,USA,816,False,False,False,8.18,47.67
Nylon,13,Natural,True,Australia,12607,False,False,False,22.37,5.48
Polyester,15,Natural,False,USA,1732,True,True,True,14.9,47.35
Organic Cotton,14,Natural,True,USA,1314,True,False,False,3.9,81.21
Cotton,0,Synthetic,True,Vietnam,9220,False,False,False,16.11,12.82
Nylon,6,Synthetic,False,Vietnam,10867,False,False,False,22.14,5.86
Organic Cotton,5,Unknown,True,USA,667,True,True,False,4.32,71.43
Polyester,3,Unknown,True,India,3059,False,True,False,20.33,8.2
Polyester,0,Azo-free,True,USA,1496,False,False,False,20.0,16.92
Polyester,6,Natural,False,India,3492,True,True,False,15.98,40.84
Polyester,12,Synthetic,False,UK,3477,True,False,False,19.1,19.28
Organic Cotton,0,Azo-free,False,India,3018,True,True,False,3.31,91.53
Hemp,4,Unknown,False,USA,969,True,False,False,2.71,83.59
Polyester,15,Synthetic,True,UK,2298,False,False,False,21.02,9.57
Recycled Polyester,95,Azo-free,False,UK,2808,False,False,False,3.5,78.55
Recycled Polyester,61,Natural,False,USA,1878,False,False,False,3.08,83.75
Organic Cotton,12,Synthetic,True,India,1302,False,False,True,5.2,58.4
Recycled Polyester,66,Natural,False,India,3151,True,False,True,2.93,89.76
Polyester,1,Natural,False,USA,1544,False,False,False,17.87,29.88
Hemp,1,Synthetic,True,Australia,13780,False,False,True,12.1,47.8
Hemp,14,Natural,True,UK,2136,False,True,False,3.4,86.63
Recycled Polyester,95,Azo-free,False,UK,3957,False,False,False,4.09,80.5
Polyester,1,Natural,True,UK,1604,False,True,False,17.45,23.25
Nylon,13,Azo-free,False,India,1774,True,False,False,13.89,42.72
Nylon,14,Natural,True,India,1247,False,True,False,15.76,37.52
Hemp,6,Synthetic,False,Australia,10521,False,False,False,8.81,55.52
Organic Cotton,9,Natural,True,Vietnam,8458,True,False,False,8.52,64.85
Organic Cotton,5,Synthetic,True,USA,841,True,False,False,5.48,65.47
Polyester,5,Natural,False,UK,2579,True,False,False,16.64,36.57
Polyester,9,Azo-free,True,UK,3259,False,False,True,19.48,18.07
Cotton,8,Natural,False,UK,3696,False,False,False,8.72,51.18
Polyester,1,Synthetic,False,Vietnam,7064,True,False,False,22.86,8.31
Recycled Polyester,69,Azo-free,False,Australia,8178,False,False,False,7.24,67.94
Cotton,7,Synthetic,False,UK,2383,False,False,True,10.07,41.1
Nylon,3,Unknown,False,Vietnam,11730,False,True,False,22.81,13.2
Polyester,6,Azo-free,True,Vietnam,7440,False,False,False,22.92,6.1
Organic Cotton,14,Natural,False,Australia,9409,True,True,False,6.48,77.07
Organic Cotton,4,Synthetic,True,Australia,10823,True,False,False,10.74,46.84
Cotton,14,Azo-free,False,India,2087,True,False,True,7.55,70.32
Polyester,13,Unknown,False,Vietnam,11000,False,False,True,23.93,1.93
Organic Cotton,11,Synthetic,True,India,3000,False,False,True,6.11,59.25
Hemp,6,Synthetic,False,Vietnam,10146,False,False,False,8.88,56.85
Hemp,8,Unknown,True,USA,1697,False,True,False,4.64,72.47
Polyester,12,Natural,True,Australia,12707,False,False,True,24.42,8.63
Cotton,1,Synthetic,False,India,2972,False,False,False,10.92,37.92
Nylon,11,Natural,False,USA,1388,False,False,True,12.17,45.63
Polyester,8,Azo-free,False,UK,3980,False,False,False,16.82,24.71
Cotton,11,Natural,False,Vietnam,9067,False,False,False,11.19,39.0
Recycled Polyester,72,Unknown,True,Vietnam,9438,False,False,False,9.48,48.2
Organic Cotton,5,Natural,False,Australia,13953,True,False,False,9.68,64.21
Nylon,7,Unknown,True,Vietnam,10053,True,False,False,22.62,2.97
Nylon,2,Synthetic,False,Vietnam,10461,False,True,False,21.81,11.9
Hemp,13,Natural,False,UK,2068,False,False,False,2.56,86.17
Hemp,11,Unknown,True,USA,862,False,False,False,4.66,66.14
Organic Cotton,9,Synthetic,True,Australia,8153,False,False,False,9.94,46.58
Polyester,10,Natural,True,India,3404,True,True,False,18.8,36.64
Nylon,13,Synthetic,False,USA,1442,True,False,False,14.8,28.97
Polyester,15,Azo-free,False,Australia,13513,False,False,False,23.69,0.71
Cotton,11,Natural,True,UK,2512,True,False,False,9.23,50.69
Nylon,5,Synthetic,False,USA,1866,True,False,False,15.62,24.74
Nylon,4,Unknown,False,India,897,False,True,True,13.83,38.63
Polyester,12,Unknown,True,Australia,11425,False,False,False,25.38,0.0
Polyester,10,Unknown,True,USA,1313,False,False,False,17.89,11.87
Cotton,9,Natural,False,Vietnam,10801,False,False,True,12.87,43.09
Cotton,13,Azo-free,False,UK,1918,True,False,False,7.78,62.82
Hemp,10,Azo-free,True,USA,1701,True,False,False,3.87,83.98
Nylon,6,Azo-free,False,Australia,9435,False,False,False,18.0,12.57
Hemp,6,Unknown,False,UK,2817,False,False,False,4.25,64.94
Nylon,10,Azo-free,True,India,528,False,False,False,15.1,25.25
Cotton,2,Unknown,False,UK,1495,False,False,False,9.45,39.99
Polyester,1,Synthetic,False,India,1988,False,False,False,18.65,14.45
Hemp,4,Synthetic,False,UK,1457,False,False,False,3.63,66.41
Cotton,6,Synthetic,True,India,2376,False,False,False,11.01,27.58
Cotton,10,Unknown,False,UK,2127,False,False,True,8.48,43.88
Recycled Polyester,86,Synthetic,False,Vietnam,8296,False,False,False,8.51,52.51
Polyester,4,Azo-free,False,USA,826,False,True,False,15.72,33.96
Recycled Polyester,73,Unknown,False,Australia,10819,False,False,False,9.59,50.26
Cotton,5,Unknown,True,USA,329,False,True,False,9.1,38.66
Nylon,3,Azo-free,True,USA,1466,False,False,False,16.9,25.64
Nylon,7,Azo-free,True,India,2132,False,False,False,15.6,26.83
Polyester,2,Natural,False,UK,2015,True,False,False,17.84,39.25
Organic Cotton,14,Azo-free,True,UK,2088,False,True,False,4.86,69.98
Organic Cotton,9,Natural,True,Australia,12797,False,False,True,11.23,51.83
Polyester,2,Azo-free,False,USA,470,False,True,False,16.4,31.45
Hemp,13,Natural,False,USA,1892,False,False,False,2.44,89.47
Recycled Polyester,98,Unknown,False,USA,1592,True,False,False,3.54,78.83
Nylon,7,Synthetic,True,UK,3060,True,False,False,19.01,17.42
Recycled Polyester,82,Unknown,False,Australia,8537,False,False,True,8.01,61.36
Polyester,5,Azo-free,False,Australia,9746,True,False,False,21.32,21.05
Nylon,6,Azo-free,True,Australia,11245,False,False,False,20.52,10.23
Cotton,13,Synthetic,True,Vietnam,10866,False,False,False,15.82,17.66
Polyester,10,Unknown,True,UK,2611,False,True,False,18.03,11.89
Polyester,4,Unknown,False,India,3384,True,False,False,19.66,15.75
Cotton,12,Synthetic,False,Australia,9761,False,False,False,13.23,21.83
Polyester,15,Unknown,False,India,3200,False,False,False,17.5,18.36
Nylon,12,Natural,True,Vietnam,9261,False,False,False,19.8,16.94
Hemp,10,Unknown,False,Australia,12831,True,True,True,8.66,74.13
Polyester,8,Synthetic,False,Australia,8557,False,False,False,23.94,0.0
Cotton,6,Azo-free,True,Australia,11774,False,True,False,14.79,32.74
Hemp,4,Natural,False,USA,1111,False,False,False,1.8,89.5
Recycled Polyester,51,Unknown,False,UK,2339,False,False,False,4.85,65.78
Nylon,2,Natural,False,UK,1359,False,False,False,13.5,29.58
Polyester,13,Synthetic,False,Australia,13328,True,True,False,23.96,11.77
Polyester,13,Natural,False,Vietnam,7052,False,False,True,18.34,21.76
Organic Cotton,10,Unknown,False,Australia,12705,False,False,False,10.96,42.52
Organic Cotton,6,Synthetic,True,India,2684,False,False,False,6.79,57.62
Recycled Polyester,70,Azo-free,False,Australia,10481,True,False,False,8.53,73.36
Hemp,4,Unknown,True,USA,352,False,False,False,4.2,64.43
Cotton,6,Azo-free,False,UK,1510,True,True,False,7.59,63.4
Organic Cotton,3,Unknown,False,Vietnam,9595,False,True,True,8.24,62.96
Nylon,3,Unknown,True,USA,1945,False,False,True,16.42,16.05
Hemp,13,Synthetic,True,India,3164,False,False,False,6.76,57.0
Polyester,10,Natural,True,Australia,9452,False,True,False,22.9,16.11
Hemp,6,Synthetic,True,USA,1986,True,True,False,5.32,78.74
Polyester,5,Synthetic,False,India,1165,True,True,False,17.02,33.07
Nylon,10,Natural,False,Vietnam,7233,False,True,False,18.1,26.95
Cotton,5,Azo-free,True,Vietnam,8824,True,False,True,12.99,49.7
Nylon,14,Azo-free,False,India,1775,False,False,False,13.68,32.3
Nylon,3,Unknown,False,UK,1803,True,False,False,14.44,30.8
Polyester,3,Unknown,True,UK,1431,True,False,False,18.45,17.98
Cotton,8,Azo-free,True,Vietnam,8189,False,False,True,13.82,36.31
Hemp,6,Azo-free,True,India,1474,True,False,False,3.53,80.69
Polyester,12,Unknown,False,USA,1572,True,False,False,17.48,25.12
Recycled Polyester,71,Azo-free,True,USA,1881,False,False,False,4.6,69.45
Hemp,11,Unknown,False,UK,1517,True,False,False,2.85,83.05
Organic Cotton,11,Synthetic,False,UK,1339,False,False,False,4.62,68.1
Nylon,6,Azo-free,False,Australia,8136,True,False,False,18.75,28.88
Nylon,1,Synthetic,False,UK,1683,False,True,False,16.19,26.3
Polyester,4,Unknown,False,Vietnam,7400,False,False,False,22.85,9.0
Cotton,14,Synthetic,True,Vietnam,7002,True,False,False,12.95,33.83
Nylon,2,Natural,False,Australia,9177,False,True,False,20.01,31.56
Cotton,5,Unknown,True,Australia,10036,False,True,False,14.82,28.61
Hemp,4,Azo-free,False,Vietnam,9682,True,True,False,6.26,83.46
Cotton,7,Unknown,True,India,2716,False,False,True,11.54,41.27
Recycled Polyester,67,Natural,True,Vietnam,7924,False,False,False,8.37,64.44
Cotton,9,Azo-free,False,India,3497,False,False,False,9.67,49.7
Polyester,13,Unknown,True,India,1647,False,False,False,19.36,6.27
Polyester,8,Synthetic,True,India,3420,False,True,False,20.72,10.7
Hemp,15,Unknown,False,USA,386,False,False,False,2.92,75.31
Hemp,7,Synthetic,False,UK,2727,False,False,True,4.18,72.54
Cotton,1,Unknown,False,USA,1670,False,True,False,9.16,45.43
Recycled Polyester,76,Natural,False,Vietnam,9937,False,False,False,7.38,65.97
Hemp,10,Unknown,False,Vietnam,8315,True,False,False,6.91,67.55
Recycled Polyester,99,Azo-free,False,India,1867,False,False,False,3.07,79.65
Recycled Polyester,56,Natural,False,Vietnam,11073,False,False,False,9.12,61.32
Recycled Polyester,78,Synthetic,False,Australia,10644,True,True,False,9.1,67.96
Recycled Polyester,98,Azo-free,True,India,1313,True,False,False,3.73,86.86
Organic Cotton,10,Synthetic,True,USA,512,False,False,False,5.67,58.71
Hemp,10,Azo-free,False,India,1507,False,False,False,2.43,85.12
Organic Cotton,7,Azo-free,False,Australia,9190,True,True,True,6.66,86.89
Cotton,6,Unknown,True,UK,3379,False,False,False,11.44,27.43
Recycled Polyester,66,Unknown,True,Australia,10622,False,True,False,10.42,53.05
Polyester,7,Azo-free,True,UK,3901,False,False,False,20.01,15.23
Polyester,7,Unknown,True,India,2385,False,False,False,21.2,2.47
Nylon,14,Natural,False,USA,1746,True,False,True,13.31,50.65
Polyester,0,Unknown,False,Australia,11246,True,False,False,24.31,4.06
Nylon,13,Azo-free,False,UK,2288,False,False,True,14.51,37.71
Hemp,2,Unknown,False,Australia,10038,False,False,False,9.07,50.53
Cotton,3,Synthetic,True,USA,1475,False,False,False,10.79,30.54
Recycled Polyester,61,Natural,True,Australia,13793,False,False,True,10.77,52.33
Recycled Polyester,91,Natural,True,India,2645,True,False,True,3.76,90.72
Hemp,5,Natural,False,UK,1051,True,False,True,1.06,100.0
Hemp,5,Azo-free,False,USA,672,False,False,True,1.51,85.09
Recycled Polyester,86,Azo-free,False,Australia,12156,True,False,True,7.68,76.4
Hemp,9,Synthetic,True,Australia,12834,False,False,False,12.34,46.22
Recycled Polyester,79,Unknown,False,India,3239,False,False,False,4.73,69.2
Organic Cotton,12,Natural,True,USA,1960,False,False,False,4.62,73.75
Hemp,10,Unknown,False,Australia,10314,True,False,False,8.91,64.2
Cotton,12,Natural,False,USA,513,True,False,False,6.55,68.74
Recycled Polyester,99,Natural,False,India,1270,False,False,False,2.34,85.99
Polyester,10,Natural,False,India,1740,False,False,False,17.23,30.21
Cotton,5,Synthetic,False,India,1378,True,False,False,9.28,44.0
Organic Cotton,15,Azo-free,False,UK,1063,True,False,False,2.24,84.24
Organic Cotton,10,Azo-free,False,Australia,11045,False,False,False,8.97,59.84
Recycled Polyester,77,Synthetic,True,Vietnam,10352,False,False,False,10.73,46.93
Cotton,8,Natural,False,USA,385,False,False,False,6.68,57.88
Hemp,5,Unknown,True,UK,2340,True,False,False,5.24,72.49
Recycled Polyester,84,Synthetic,True,UK,2071,True,True,False,5.7,79.37
Nylon,15,Azo-free,True,India,2420,False,True,True,14.84,31.73
Polyester,2,Azo-free,False,Vietnam,10588,False,False,False,23.11,8.28
Organic Cotton,6,Synthetic,True,India,1125,True,False,False,5.29,61.88
Polyester,1,Unknown,True,Vietnam,11141,True,True,False,25.34,4.48
Cotton,2,Azo-free,False,Vietnam,11561,True,False,False,12.92,37.14
Nylon,0,Azo-free,False,Vietnam,10034,True,False,False,17.89,18.97
Hemp,12,Natural,False,India,2808,False,True,False,2.59,90.46
Cotton,9,Unknown,False,Australia,13594,False,False,False,16.54,19.67
Organic Cotton,14,Synthetic,True,Vietnam,8428,False,False,False,9.57,46.33
Cotton,9,Azo-free,True,USA,1755,False,False,False,9.01,44.46
Organic Cotton,12,Unknown,False,USA,1802,False,False,False,4.15,67.21
Organic Cotton,6,Azo-free,True,Australia,12656,True,False,False,11.14,60.12
Nylon,13,Synthetic,False,Australia,11218,True,True,False,19.85,22.09
Nylon,13,Natural,True,Vietnam,11519,False,False,False,20.95,13.65
Hemp,6,Unknown,False,Australia,10239,False,False,False,8.9,56.22
Organic Cotton,4,Unknown,True,Australia,9069,False,False,False,10.63,43.58
Polyester,1,Natural,False,India,587,True,False,True,16.25,42.23
Recycled Polyester,62,Azo-free,False,Vietnam,7540,False,False,False,7.08,65.48
Polyester,5,Synthetic,True,UK,1654,False,True,False,19.66,12.96
Organic Cotton,15,Synthetic,False,Australia,8928,False,True,False,8.96,54.54
Cotton,15,Unknown,False,India,2900,False,False,False,9.72,36.85
Hemp,15,Synthetic,False,India,2015,True,True,False,3.34,82.12
Polyester,6,Synthetic,True,India,1952,False,False,True,20.69,9.56
Organic Cotton,11,Synthetic,True,Vietnam,11263,False,True,False,10.93,46.87
Polyester,9,Synthetic,False,USA,991,True,False,False,17.18,19.37
Nylon,1,Azo-free,False,UK,1043,False,True,False,14.98,37.07
Hemp,8,Unknown,True,UK,2738,False,False,False,5.88,61.8
Cotton,9,Synthetic,True,USA,1675,True,False,False,10.55,36.47
Organic Cotton,3,Azo-free,True,Vietnam,7532,True,False,False,8.35,59.99
Hemp,10,Natural,True,USA,1592,False,False,True,2.99,84.68
Organic Cotton,2,Azo-free,True,India,515,False,False,False,4.23,67.24
Polyester,6,Unknown,False,USA,1539,False,False,False,18.09,18.74
Cotton,5,Natural,True,Australia,10156,True,False,False,14.49,41.5
Hemp,6,Azo-free,False,Australia,9330,False,False,False,7.05,68.51
Organic Cotton,13,Synthetic,False,Australia,12346,True,False,False,10.21,50.34
Hemp,2,Unknown,True,India,3038,False,False,False,6.29,59.29
Polyester,2,Synthetic,False,Vietnam,11960,False,True,False,25.77,0.28
Polyester,15,Synthetic,False,USA,941,False,False,False,16.36,17.46
Cotton,14,Unknown,True,USA,1249,False,False,False,10.51,33.71
Hemp,4,Synthetic,True,Australia,11272,False,False,False,11.96,39.82
Organic Cotton,6,Natural,True,USA,606,True,True,False,2.93,91.11
Nylon,8,Azo-free,True,UK,3964,False,False,False,17.2,20.72
Recycled Polyester,56,Natural,False,USA,1544,True,True,False,2.32,93.78
Hemp,9,Azo-free,True,Vietnam,10514,False,False,False,9.11,56.16
Polyester,4,Synthetic,False,USA,429,True,False,False,18.52,25.71
Recycled Polyester,90,Unknown,False,UK,2395,False,False,False,4.03,67.41
Polyester,7,Azo-free,False,Australia,12002,False,False,False,24.44,5.29
Organic Cotton,10,Natural,False,USA,1534,False,False,False,2.62,77.63
Organic Cotton,8,Azo-free,True,India,2440,True,False,False,5.03,74.63
Organic Cotton,8,Synthetic,False,Vietnam,11954,False,True,False,9.97,55.92
Nylon,3,Synthetic,False,Australia,12288,False,False,False,22.13,2.52
Hemp,9,Synthetic,True,Vietnam,7207,True,False,False,8.18,63.14
Organic Cotton,14,Unknown,False,UK,2819,False,True,False,4.39,73.09
Cotton,9,Azo-free,False,Vietnam,7138,True,False,False,10.68,48.65
Polyester,12,Natural,False,Vietnam,10240,True,False,False,21.43,20.61
Nylon,1,Natural,False,Australia,12068,True,True,False,20.06,34.83
Organic Cotton,2,Synthetic,False,Vietnam,7664,False,False,False,8.34,51.75
Polyester,12,Azo-free,False,India,1348,False,True,False,15.4,30.77
Polyester,0,Natural,False,Australia,11921,True,True,False,21.2,28.25
Nylon,10,Synthetic,True,USA,339,False,False,True,16.39,19.04
Hemp,1,Azo-free,False,Australia,9880,False,True,False,7.32,71.05
Organic Cotton,12,Azo-free,True,India,3070,False,False,False,5.53,61.87
Organic Cotton,8,Synthetic,True,Vietnam,10216,True,False,True,10.52,56.33
Nylon,12,Azo-free,True,India,2087,False,False,False,15.12,23.75
Polyester,9,Azo-free,False,Vietnam,9956,False,False,False,23.03,13.86
Organic Cotton,0,Synthetic,True,Australia,10735,True,False,False,10.93,51.52
Nylon,5,Unknown,False,UK,2168,False,False,False,14.75,15.92
Hemp,0,Natural,False,Vietnam,7000,True,False,False,4.82,77.94
Organic Cotton,6,Unknown,False,Vietnam,7623,True,False,False,6.86,59.38
Organic Cotton,8,Unknown,False,Australia,8985,False,False,False,7.96,56.34
Cotton,5,Natural,True,Australia,11729,False,False,False,14.82,29.67
Cotton,2,Azo-free,True,USA,1688,False,True,False,9.4,46.01
Hemp,1,Natural,False,Vietnam,9306,False,True,False,6.76,81.03
Organic Cotton,7,Unknown,False,India,2806,False,False,False,4.9,60.31
Polyester,1,Synthetic,True,UK,2504,False,False,False,21.16,1.36
Nylon,4,Synthetic,False,Vietnam,10334,True,False,False,20.27,9.92
Polyester,15,Unknown,True,USA,477,False,False,False,17.69,10.06
Nylon,5,Natural,True,Australia,12905,True,False,False,23.3,15.26
Organic Cotton,12,Natural,False,India,2553,False,False,False,3.28,77.71
Organic Cotton,7,Synthetic,False,Vietnam,10058,False,False,False,9.5,48.72
Polyester,13,Natural,True,USA,618,False,False,False,15.65,25.77
Nylon,3,Unknown,True,India,3346,False,True,False,18.77,16.85
Hemp,6,Natural,True,Vietnam,7991,True,False,False,6.66,73.04
Hemp,13,Synthetic,False,India,3358,False,False,False,4.77,68.1
Cotton,1,Unknown,False,USA,954,False,False,False,9.26,43.96
Hemp,13,Synthetic,False,USA,355,False,False,False,2.91,69.83
Hemp,2,Azo-free,False,India,2362,False,False,False,2.99,77.28
Nylon,14,Azo-free,False,India,542,False,False,False,12.33,34.19
Hemp,5,Unknown,True,UK,2589,False,False,False,5.4,57.27
Nylon,15,Azo-free,False,Vietnam,8333,True,False,False,18.08,33.94
Hemp,6,Unknown,False,India,2086,False,False,False,3.97,65.58
Organic Cotton,7,Synthetic,False,UK,3020,True,False,False,5.37,65.63
Organic Cotton,4,Natural,False,Vietnam,10522,True,False,False,8.04,66.72
Cotton,1,Synthetic,False,USA,437,True,False,False,8.34,48.38
Organic Cotton,4,Natural,True,India,2836,True,True,False,4.49,84.07
Cotton,2,Azo-free,False,India,2792,True,True,False,8.54,63.18
Recycled Polyester,53,Natural,True,Vietnam,11797,False,False,False,10.29,49.15
Cotton,6,Azo-free,False,USA,1280,True,True,False,7.33,71.18
Hemp,4,Azo-free,False,Australia,8557,False,False,True,5.87,75.47
Cotton,11,Azo-free,False,USA,422,False,True,False,6.81,57.82
Polyester,11,Unknown,False,Australia,9043,False,False,False,21.67,6.09
Polyester,5,Azo-free,False,Vietnam,11072,False,False,True,20.58,9.67
Organic Cotton,1,Synthetic,True,Vietnam,10805,False,False,False,12.3,38.75
Recycled Polyester,80,Unknown,True,UK,3847,False,False,False,7.09,53.45
Recycled Polyester,55,Unknown,False,UK,3117,False,True,False,5.2,73.39
Nylon,7,Synthetic,False,Vietnam,8961,False,False,False,21.24,6.1
Cotton,8,Synthetic,False,Australia,13022,False,True,False,15.45,27.63
Recycled Polyester,95,Synthetic,True,USA,1491,False,True,False,5.1,66.04
Nylon,10,Azo-free,False,USA,1067,True,False,False,13.63,41.95
Organic Cotton,8,Natural,True,USA,1965,False,False,True,4.3,73.21
Cotton,14,Synthetic,False,USA,707,True,False,False,8.29,46.91
Cotton,12,Synthetic,True,Australia,9006,False,False,True,15.56,22.36
Nylon,8,Azo-free,False,USA,719,True,False,True,12.08,52.67
Polyester,8,Synthetic,False,Australia,9805,False,False,False,23.25,1.96
Organic Cotton,0,Synthetic,False,Australia,11139,True,False,False,9.33,56.35
Recycled Polyester,81,Natural,True,USA,752,True,False,False,3.43,82.59
Hemp,7,Synthetic,False,UK,2583,False,True,False,4.14,73.84
Organic Cotton,12,Unknown,True,Vietnam,8680,False,False,False,9.93,43.4
Cotton,12,Unknown,False,Vietnam,8183,False,False,False,12.6,32.95
Organic Cotton,6,Synthetic,True,Vietnam,9037,False,False,False,11.2,46.24
Polyester,7,Natural,False,India,2092,False,False,True,16.13,32.74
Cotton,2,Unknown,True,Australia,10204,False,False,False,15.02,20.47
Polyester,6,Natural,False,Vietnam,7393,False,True,False,18.45,26.55
Hemp,8,Natural,False,Vietnam,10711,True,True,False,7.38,80.78
Cotton,9,Azo-free,False,Australia,8755,False,False,False,13.01,42.26
Polyester,5,Synthetic,False,USA,643,True,False,False,17.95,19.27
Hemp,8,Azo-free,False,USA,1433,False,False,False,2.57,79.08
Hemp,10,Azo-free,False,UK,1084,False,False,False,2.06,82.24
Organic Cotton,7,Synthetic,False,Vietnam,10788,True,True,True,8.54,70.03
Hemp,2,Unknown,True,Vietnam,10774,False,False,False,10.63,48.17
Nylon,14,Synthetic,False,UK,3942,False,False,False,17.95,12.67
Cotton,4,Natural,True,UK,2505,False,True,False,9.4,49.09
Hemp,10,Unknown,True,India,1382,False,False,True,4.61,72.92
Polyester,4,Synthetic,True,Australia,8134,False,False,False,23.43,0.0
Recycled Polyester,63,Unknown,True,India,1505,False,False,False,5.41,54.27
Cotton,12,Unknown,True,Vietnam,9906,False,False,True,16.03,28.44
Hemp,11,Synthetic,True,UK,1679,True,True,False,4.77,73.23
Nylon,6,Synthetic,True,USA,984,False,False,False,16.37,7.64
Nylon,3,Unknown,False,USA,1863,False,False,False,16.38,20.16
Organic Cotton,12,Synthetic,False,USA,1798,False,False,True,4.43,65.5
Cotton,8,Unknown,True,India,1740,True,True,False,9.42,52.06
Organic Cotton,13,Synthetic,False,Australia,8004,False,True,True,7.85,68.41
Organic Cotton,14,Azo-free,False,USA,533,True,False,False,2.12,91.94
Cotton,8,Synthetic,False,Vietnam,11314,True,False,False,14.9,28.62
Nylon,7,Azo-free,False,USA,1289,True,False,False,14.82,45.64
Hemp,9,Synthetic,True,Australia,12546,True,False,False,11.1,54.82
Hemp,11,Unknown,False,USA,1460,True,True,False,2.69,92.31
Hemp,10,Natural,False,USA,615,False,False,False,1.56,84.47
Cotton,15,Unknown,False,USA,1180,False,False,False,8.1,39.72
Recycled Polyester,87,Unknown,False,India,836,True,False,False,2.95,84.51
Polyester,4,Natural,True,Australia,8267,True,False,False,22.44,19.99
Recycled Polyester,92,Natural,True,Vietnam,9704,True,False,True,7.36,71.33
Organic Cotton,5,Unknown,False,USA,520,True,False,False,2.95,76.94
Organic Cotton,2,Unknown,False,Vietnam,8289,False,False,True,7.89,60.27
Hemp,12,Synthetic,False,USA,1959,False,False,False,4.19,72.42
Cotton,7,Synthetic,False,Australia,9971,False,False,True,12.99,33.85
Organic Cotton,3,Unknown,True,India,1657,False,False,False,5.97,55.82
Hemp,9,Azo-free,False,India,1991,True,True,True,1.42,100.0
